id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
5218,George,Francis,george.francis.1218@gslingacademy.com,male,False,5,True,7,Government Officer,60,66,65,90,61,96,74
5219,Michelle,Dixon,michelle.dixon.1219@gslingacademy.com,female,False,1,False,26,Social Network Studies,85,64,98,68,70,63,77
5220,Linda,George,linda.george.1220@gslingacademy.com,female,False,9,False,3,Business Owner,73,88,57,93,85,85,77
5221,Larry,Bruce,larry.bruce.1221@gslingacademy.com,male,False,5,False,31,Lawyer,99,81,80,89,75,83,93
5222,Charles,Myers,charles.myers.1222@gslingacademy.com,male,False,4,False,1,Business Owner,95,57,77,81,83,57,70
5223,Matthew,Boyd,matthew.boyd.1223@gslingacademy.com,male,False,4,True,30,Accountant,92,90,92,78,59,68,96
5224,Ronald,Brewer,ronald.brewer.1224@gslingacademy.com,male,False,2,True,28,Lawyer,100,94,76,60,95,90,66
5225,Kimberly,Mcgee,kimberly.mcgee.1225@gslingacademy.com,female,True,3,False,24,Doctor,89,67,98,94,89,60,95
5226,Jill,Anderson,jill.anderson.1226@gslingacademy.com,female,False,1,True,28,Banker,94,66,68,94,62,76,77
5227,David,Coffey,david.coffey.1227@gslingacademy.com,male,False,6,False,6,Real Estate Developer,89,64,78,85,68,84,99
5228,Brittany,Henderson,brittany.henderson.1228@gslingacademy.com,female,True,9,True,5,Business Owner,74,79,82,51,67,65,82
5229,Holly,Richardson,holly.richardson.1229@gslingacademy.com,female,False,2,False,12,Teacher,95,82,70,81,94,93,69
5230,Justin,Brooks,justin.brooks.1230@gslingacademy.com,male,False,7,False,3,Social Network Studies,93,74,98,100,62,83,87
5231,Joan,Frederick,joan.frederick.1231@gslingacademy.com,female,False,4,False,26,Lawyer,94,91,98,94,88,97,94
5232,Loretta,Webb,loretta.webb.1232@gslingacademy.com,female,False,4,False,18,Accountant,85,80,84,96,45,84,90
5233,Toni,Zimmerman,toni.zimmerman.1233@gslingacademy.com,female,False,5,False,31,Accountant,94,98,74,94,35,95,80
5234,Jaime,Houston,jaime.houston.1234@gslingacademy.com,female,False,1,False,17,Teacher,95,88,85,66,70,72,97
5235,Jacqueline,Goodman,jacqueline.goodman.1235@gslingacademy.com,female,False,2,True,23,Software Engineer,97,82,100,69,64,73,88
5236,Brian,Crawford,brian.crawford.1236@gslingacademy.com,male,False,0,False,17,Designer,100,83,67,77,88,76,84
5237,John,Reynolds,john.reynolds.1237@gslingacademy.com,male,False,4,False,29,Doctor,99,65,97,89,87,72,86
5238,Heather,Marsh,heather.marsh.1238@gslingacademy.com,female,False,0,False,13,Designer,97,67,79,76,76,66,97
5239,Dawn,Flores,dawn.flores.1239@gslingacademy.com,female,True,10,True,2,Business Owner,53,98,66,80,82,89,85
5240,Christie,Lane,christie.lane.1240@gslingacademy.com,female,False,3,False,35,Social Network Studies,99,85,98,91,86,97,85
5241,Traci,Johnson,traci.johnson.1241@gslingacademy.com,female,False,5,False,35,Designer,99,89,88,94,99,89,92
5242,Robert,Hartman,robert.hartman.1242@gslingacademy.com,male,False,3,False,28,Accountant,79,83,78,89,83,79,76
5243,Christopher,Porter,christopher.porter.1243@gslingacademy.com,male,True,6,True,2,Business Owner,94,95,75,73,51,89,77
5244,Phillip,Lynch,phillip.lynch.1244@gslingacademy.com,male,False,6,True,28,Software Engineer,97,73,92,64,66,96,65
5245,Matthew,Green,matthew.green.1245@gslingacademy.com,male,False,3,True,26,Accountant,87,70,65,64,30,72,68
5246,Jesse,Johnson,jesse.johnson.1246@gslingacademy.com,male,False,7,False,26,Stock Investor,82,82,87,92,64,70,72
5247,Donna,Andrews,donna.andrews.1247@gslingacademy.com,female,False,1,False,22,Doctor,94,98,96,88,96,61,80
5248,Timothy,Hall,timothy.hall.1248@gslingacademy.com,male,True,1,False,26,Software Engineer,99,85,97,72,79,92,82
5249,Amy,Hicks,amy.hicks.1249@gslingacademy.com,female,False,1,False,16,Teacher,68,83,74,87,71,86,82
5250,Susan,Wall,susan.wall.1250@gslingacademy.com,female,False,10,False,2,Business Owner,67,82,81,83,57,59,91
5251,David,Fields,david.fields.1251@gslingacademy.com,male,False,4,True,10,Banker,92,65,81,79,84,85,74
5252,Terri,Lyons,terri.lyons.1252@gslingacademy.com,female,False,3,True,21,Writer,69,77,82,93,92,90,71
5253,Eric,Jones,eric.jones.1253@gslingacademy.com,male,True,1,False,30,Software Engineer,92,98,61,99,77,72,75
5254,Betty,Nguyen,betty.nguyen.1254@gslingacademy.com,female,False,6,False,24,Accountant,90,64,90,75,64,96,71
5255,Albert,Anderson,albert.anderson.1255@gslingacademy.com,male,True,1,False,33,Stock Investor,91,92,73,97,61,63,71
5256,Katrina,Montgomery,katrina.montgomery.1256@gslingacademy.com,female,False,5,False,3,Artist,65,67,91,81,97,99,75
5257,Samantha,Cole,samantha.cole.1257@gslingacademy.com,female,False,2,False,34,Software Engineer,98,80,70,60,88,65,92
5258,Kathleen,Potts,kathleen.potts.1258@gslingacademy.com,female,False,6,True,2,Business Owner,70,89,78,87,87,62,85
5259,Melissa,Edwards,melissa.edwards.1259@gslingacademy.com,female,False,2,False,17,Software Engineer,97,97,90,69,75,68,70
5260,Mark,Delgado,mark.delgado.1260@gslingacademy.com,male,False,1,False,18,Accountant,80,71,89,81,75,81,63
5261,Derek,Bates,derek.bates.1261@gslingacademy.com,male,False,2,False,16,Writer,70,75,79,77,65,92,78
5262,Ryan,Ruiz,ryan.ruiz.1262@gslingacademy.com,male,False,3,True,21,Doctor,96,79,92,85,95,69,65
5263,Charles,Gill,charles.gill.1263@gslingacademy.com,male,False,1,False,24,Software Engineer,99,62,65,67,97,73,96
5264,Amanda,Edwards,amanda.edwards.1264@gslingacademy.com,female,False,3,True,27,Social Network Studies,76,72,97,65,87,93,84
5265,Emily,Waters,emily.waters.1265@gslingacademy.com,female,True,4,True,24,Stock Investor,86,68,98,87,61,78,96
5266,John,Stevenson,john.stevenson.1266@gslingacademy.com,male,False,5,False,27,Construction Engineer,98,100,100,81,73,75,99
5267,Kevin,Hoffman,kevin.hoffman.1267@gslingacademy.com,male,False,3,False,14,Government Officer,88,74,88,92,83,71,89
5268,Joseph,Mcconnell,joseph.mcconnell.1268@gslingacademy.com,male,False,8,False,30,Software Engineer,89,65,71,96,65,63,100
5269,Jessica,Smith,jessica.smith.1269@gslingacademy.com,female,False,1,False,24,Lawyer,88,100,89,87,76,89,85
5270,Shannon,Martinez,shannon.martinez.1270@gslingacademy.com,female,False,4,False,0,Business Owner,78,73,89,86,69,84,97
5271,Kenneth,Baker,kenneth.baker.1271@gslingacademy.com,male,False,3,False,35,Doctor,87,85,96,98,88,99,92
5272,Margaret,Sanchez,margaret.sanchez.1272@gslingacademy.com,female,False,2,False,21,Software Engineer,90,76,64,88,80,75,70
5273,Ryan,Hensley,ryan.hensley.1273@gslingacademy.com,male,True,1,False,15,Accountant,88,67,90,89,49,85,63
5274,Sharon,Stephenson,sharon.stephenson.1274@gslingacademy.com,female,False,1,False,5,Game Developer,99,72,90,83,90,99,97
5275,Shawn,Cameron,shawn.cameron.1275@gslingacademy.com,male,True,10,False,3,Business Owner,41,99,84,63,92,72,81
5276,Stephanie,Kennedy,stephanie.kennedy.1276@gslingacademy.com,female,False,4,False,8,Government Officer,98,90,70,97,69,79,74
5277,Hayley,Abbott,hayley.abbott.1277@gslingacademy.com,female,False,0,False,1,Game Developer,91,66,91,62,82,69,62
5278,Rachel,Jacobs,rachel.jacobs.1278@gslingacademy.com,female,True,9,True,5,Business Owner,68,72,92,51,96,88,81
5279,Danielle,Tran,danielle.tran.1279@gslingacademy.com,female,True,1,True,26,Banker,79,100,79,60,100,84,93
5280,Autumn,Barrett,autumn.barrett.1280@gslingacademy.com,female,False,2,False,24,Banker,77,66,61,98,90,95,73
5281,Jennifer,Landry,jennifer.landry.1281@gslingacademy.com,female,False,5,False,24,Banker,89,100,90,81,86,80,92
5282,Sean,Rodriguez,sean.rodriguez.1282@gslingacademy.com,male,True,0,True,9,Real Estate Developer,94,69,80,66,62,61,88
5283,Ryan,Long,ryan.long.1283@gslingacademy.com,male,False,2,False,3,Artist,80,85,85,60,77,90,81
5284,Robert,Hancock,robert.hancock.1284@gslingacademy.com,male,False,2,False,1,Artist,79,88,97,94,89,82,97
5285,Stephanie,Rodriguez,stephanie.rodriguez.1285@gslingacademy.com,female,False,2,False,15,Banker,92,65,88,78,67,95,96
5286,Kristen,Evans,kristen.evans.1286@gslingacademy.com,female,False,5,False,32,Banker,85,62,92,89,92,75,78
5287,Jaime,White,jaime.white.1287@gslingacademy.com,female,False,3,False,26,Accountant,75,83,66,70,57,77,96
5288,Marcus,Howard,marcus.howard.1288@gslingacademy.com,male,False,5,True,32,Software Engineer,88,65,75,73,66,98,81
5289,Lucas,Jenkins,lucas.jenkins.1289@gslingacademy.com,male,False,0,False,35,Banker,93,89,88,86,85,89,95
5290,Aaron,Ortiz,aaron.ortiz.1290@gslingacademy.com,male,False,3,False,2,Game Developer,86,93,91,64,69,71,64
5291,Todd,Stephens,todd.stephens.1291@gslingacademy.com,male,False,1,False,13,Government Officer,62,91,92,61,85,98,72
5292,Denise,Blackburn,denise.blackburn.1292@gslingacademy.com,female,True,2,True,20,Stock Investor,82,74,80,60,96,76,99
5293,Susan,Perez,susan.perez.1293@gslingacademy.com,female,False,5,False,5,Artist,83,94,77,97,78,60,85
5294,Tyler,Green,tyler.green.1294@gslingacademy.com,male,False,1,False,5,Real Estate Developer,98,75,62,64,68,80,79
5295,Rebecca,Daniel,rebecca.daniel.1295@gslingacademy.com,female,False,2,False,34,Banker,84,74,90,99,90,92,72
5296,Alexandria,Harris,alexandria.harris.1296@gslingacademy.com,female,False,6,False,34,Writer,91,75,82,68,88,98,88
5297,Danny,Taylor,danny.taylor.1297@gslingacademy.com,male,False,2,False,21,Construction Engineer,83,81,96,62,66,90,91
5298,Amanda,Evans,amanda.evans.1298@gslingacademy.com,female,False,4,False,27,Accountant,83,63,84,82,78,60,71
5299,Scott,Owens,scott.owens.1299@gslingacademy.com,male,False,0,False,31,Software Engineer,90,72,62,84,74,75,100
5300,Jesus,Jones,jesus.jones.1300@gslingacademy.com,male,False,4,False,31,Lawyer,81,92,97,73,90,90,60
5301,April,Spence,april.spence.1301@gslingacademy.com,female,True,3,False,12,Teacher,89,67,87,61,91,80,76
5302,Christopher,Lopez,christopher.lopez.1302@gslingacademy.com,male,False,2,False,13,Construction Engineer,97,65,96,92,91,66,74
5303,Mario,Hopkins,mario.hopkins.1303@gslingacademy.com,male,False,3,False,28,Accountant,97,88,88,79,100,74,83
5304,Cody,Burke,cody.burke.1304@gslingacademy.com,male,False,5,False,27,Software Engineer,100,89,98,81,78,91,87
5305,Candace,White,candace.white.1305@gslingacademy.com,female,True,3,False,4,Game Developer,98,63,82,61,79,70,86
5306,Robert,Brown,robert.brown.1306@gslingacademy.com,male,False,2,False,33,Software Engineer,97,98,83,87,60,78,70
5307,Erica,Woodward,erica.woodward.1307@gslingacademy.com,female,False,4,False,18,Accountant,78,80,73,91,34,73,60
5308,Elizabeth,Smith,elizabeth.smith.1308@gslingacademy.com,female,False,0,False,29,Lawyer,100,92,67,89,90,83,89
5309,Jennifer,Martin,jennifer.martin.1309@gslingacademy.com,female,False,1,False,13,Writer,92,77,89,97,61,93,82
5310,David,Smith,david.smith.1310@gslingacademy.com,male,False,4,False,5,Game Developer,81,95,84,85,82,62,63
5311,Lori,Johnson,lori.johnson.1311@gslingacademy.com,female,False,6,False,15,Software Engineer,98,67,74,94,94,96,85
5312,Martin,Garcia,martin.garcia.1312@gslingacademy.com,male,False,2,False,2,Social Network Studies,62,74,98,97,72,72,95
5313,Stacy,Collins,stacy.collins.1313@gslingacademy.com,female,False,3,False,27,Accountant,95,88,85,86,76,78,81
5314,Timothy,Bailey,timothy.bailey.1314@gslingacademy.com,male,False,1,False,22,Banker,87,90,80,88,71,95,81
5315,Susan,Gonzalez,susan.gonzalez.1315@gslingacademy.com,female,False,5,True,24,Accountant,85,85,67,91,75,93,81
5316,Nicole,Harris,nicole.harris.1316@gslingacademy.com,female,False,6,False,27,Banker,96,72,66,80,72,83,98
5317,Courtney,Moran,courtney.moran.1317@gslingacademy.com,female,False,2,False,25,Accountant,83,63,66,67,60,60,61
5318,Gregory,Barton,gregory.barton.1318@gslingacademy.com,male,False,3,False,17,Construction Engineer,89,92,88,99,92,62,71
5319,Dakota,Clark,dakota.clark.1319@gslingacademy.com,male,False,1,False,14,Construction Engineer,90,73,98,72,69,84,86
5320,Robin,Leonard,robin.leonard.1320@gslingacademy.com,female,False,5,False,14,Banker,99,72,74,88,90,81,95
5321,Edward,Smith,edward.smith.1321@gslingacademy.com,male,False,1,False,3,Government Officer,62,67,96,67,82,65,73
5322,Julie,Little,julie.little.1322@gslingacademy.com,female,False,7,False,5,Business Owner,42,79,79,59,61,87,65
5323,Maureen,Norman,maureen.norman.1323@gslingacademy.com,female,False,10,True,2,Business Owner,46,52,87,80,76,73,76
5324,Jeffrey,Andrews,jeffrey.andrews.1324@gslingacademy.com,male,False,3,False,4,Game Developer,92,63,100,97,91,87,68
5325,Christina,Martinez,christina.martinez.1325@gslingacademy.com,female,False,10,False,33,Lawyer,94,89,96,98,61,95,67
5326,Samuel,Becker,samuel.becker.1326@gslingacademy.com,male,False,2,False,31,Banker,89,99,89,71,74,94,78
5327,Carlos,Flynn,carlos.flynn.1327@gslingacademy.com,male,False,1,False,16,Construction Engineer,90,100,98,95,97,74,63
5328,Roberto,Martin,roberto.martin.1328@gslingacademy.com,male,False,5,False,15,Social Network Studies,69,81,83,68,76,90,95
5329,Jennifer,Johnson,jennifer.johnson.1329@gslingacademy.com,female,False,7,True,5,Business Owner,40,51,67,63,98,54,79
5330,Anthony,Shah,anthony.shah.1330@gslingacademy.com,male,True,10,False,3,Business Owner,42,92,60,54,68,69,76
5331,Aimee,Cook,aimee.cook.1331@gslingacademy.com,female,False,8,False,4,Business Owner,82,91,69,61,79,76,83
5332,Angela,Collins,angela.collins.1332@gslingacademy.com,female,False,1,True,29,Accountant,82,93,67,79,84,90,64
5333,John,Jensen,john.jensen.1333@gslingacademy.com,male,False,7,True,18,Social Network Studies,76,80,93,74,73,63,81
5334,Julie,Gomez,julie.gomez.1334@gslingacademy.com,female,False,2,False,16,Teacher,80,62,66,88,75,98,68
5335,Bryan,Mitchell,bryan.mitchell.1335@gslingacademy.com,male,False,0,False,23,Software Engineer,87,90,92,62,96,77,80
5336,Katie,Clark,katie.clark.1336@gslingacademy.com,female,True,3,False,28,Software Engineer,91,98,60,88,63,78,95
5337,Kathleen,Simpson,kathleen.simpson.1337@gslingacademy.com,female,False,7,False,31,Lawyer,100,94,94,87,65,83,95
5338,Carolyn,Reyes,carolyn.reyes.1338@gslingacademy.com,female,False,9,False,5,Business Owner,56,60,88,96,57,68,76
5339,Derrick,Ortiz,derrick.ortiz.1339@gslingacademy.com,male,False,2,False,6,Stock Investor,84,86,96,95,75,61,99
5340,Calvin,Huynh,calvin.huynh.1340@gslingacademy.com,male,False,1,False,33,Lawyer,86,86,64,61,97,97,91
5341,Margaret,Wells,margaret.wells.1341@gslingacademy.com,female,False,7,False,0,Business Owner,79,67,72,50,75,95,62
5342,Heather,Fitzpatrick,heather.fitzpatrick.1342@gslingacademy.com,female,False,6,True,19,Software Engineer,99,78,61,64,75,66,76
5343,Kimberly,Wood,kimberly.wood.1343@gslingacademy.com,female,False,2,False,26,Accountant,95,79,95,62,69,82,94
5344,Gina,Kennedy,gina.kennedy.1344@gslingacademy.com,female,False,1,False,3,Artist,65,67,90,99,93,91,99
5345,Jeremy,Ward,jeremy.ward.1345@gslingacademy.com,male,False,2,False,10,Social Network Studies,85,90,61,94,86,79,90
5346,Patricia,Rhodes,patricia.rhodes.1346@gslingacademy.com,female,False,5,False,24,Doctor,99,82,81,98,86,85,85
5347,Connie,Colon,connie.colon.1347@gslingacademy.com,female,False,5,False,1,Artist,88,62,65,98,92,64,82
5348,Pamela,Moyer,pamela.moyer.1348@gslingacademy.com,female,False,1,False,25,Software Engineer,100,87,88,100,89,98,71
5349,Rachel,Williams,rachel.williams.1349@gslingacademy.com,female,False,10,False,15,Social Network Studies,62,63,94,74,75,86,100
5350,Sean,Malone,sean.malone.1350@gslingacademy.com,male,True,10,False,3,Business Owner,84,75,61,87,86,67,93
5351,Natalie,Fitzgerald,natalie.fitzgerald.1351@gslingacademy.com,female,False,3,True,14,Teacher,60,61,71,60,69,91,84
5352,Kevin,Diaz,kevin.diaz.1352@gslingacademy.com,male,False,9,False,31,Stock Investor,96,76,74,92,96,74,99
5353,Beth,Jones,beth.jones.1353@gslingacademy.com,female,False,2,True,9,Real Estate Developer,58,81,100,97,74,90,87
5354,Kathryn,Bates,kathryn.bates.1354@gslingacademy.com,female,False,1,False,8,Teacher,90,67,73,82,66,75,90
5355,Aaron,Mcdaniel,aaron.mcdaniel.1355@gslingacademy.com,male,False,2,False,22,Accountant,75,80,65,80,55,86,95
5356,Angela,King,angela.king.1356@gslingacademy.com,female,False,3,False,11,Banker,76,82,74,79,81,93,72
5357,Lauren,Arias,lauren.arias.1357@gslingacademy.com,female,True,10,False,2,Business Owner,81,100,64,61,91,76,93
5358,Alyssa,Miller,alyssa.miller.1358@gslingacademy.com,female,False,2,False,21,Social Network Studies,73,98,72,100,77,62,69
5359,Lisa,Best,lisa.best.1359@gslingacademy.com,female,False,1,False,28,Social Network Studies,60,64,84,64,66,96,99
5360,Nicole,Garcia,nicole.garcia.1360@gslingacademy.com,female,True,9,False,4,Business Owner,89,100,72,73,78,67,91
5361,William,Lee,william.lee.1361@gslingacademy.com,male,False,4,False,35,Software Engineer,91,98,93,93,88,96,97
5362,Christopher,Bowen,christopher.bowen.1362@gslingacademy.com,male,False,6,False,27,Doctor,85,72,80,85,94,96,87
5363,David,Bradford,david.bradford.1363@gslingacademy.com,male,False,0,True,14,Accountant,81,84,69,99,55,68,73
5364,Stephanie,Jordan,stephanie.jordan.1364@gslingacademy.com,female,False,10,False,1,Business Owner,67,63,65,95,52,84,77
5365,Joseph,Blake,joseph.blake.1365@gslingacademy.com,male,False,4,False,29,Doctor,86,71,86,93,99,92,77
5366,Christina,Velasquez,christina.velasquez.1366@gslingacademy.com,female,False,1,False,33,Lawyer,94,85,78,66,95,87,95
5367,Thomas,Calderon,thomas.calderon.1367@gslingacademy.com,male,False,1,False,18,Writer,83,96,72,81,86,93,75
5368,Jorge,Lee,jorge.lee.1368@gslingacademy.com,male,False,2,False,11,Social Network Studies,98,77,91,88,87,76,68
5369,Jasmin,Phillips,jasmin.phillips.1369@gslingacademy.com,female,True,5,False,3,Business Owner,46,63,60,61,66,91,97
5370,Vincent,Wilson,vincent.wilson.1370@gslingacademy.com,male,False,2,False,19,Software Engineer,95,92,73,94,73,70,94
5371,Richard,Ryan,richard.ryan.1371@gslingacademy.com,male,False,1,False,31,Software Engineer,88,68,81,68,73,61,93
5372,Jesse,Garcia,jesse.garcia.1372@gslingacademy.com,male,False,5,True,28,Stock Investor,90,73,78,72,63,88,72
5373,James,Tate,james.tate.1373@gslingacademy.com,male,False,10,False,11,Construction Engineer,100,60,87,60,86,93,75
5374,Charles,May,charles.may.1374@gslingacademy.com,male,False,1,False,16,Designer,76,76,92,86,79,85,78
5375,Jeremiah,Lee,jeremiah.lee.1375@gslingacademy.com,male,False,3,False,4,Artist,73,73,81,78,82,85,66
5376,Debra,Reynolds,debra.reynolds.1376@gslingacademy.com,female,False,1,False,15,Banker,96,95,67,88,68,93,75
5377,Eric,Doyle,eric.doyle.1377@gslingacademy.com,male,False,4,False,31,Writer,85,87,99,65,66,95,77
5378,John,Perez,john.perez.1378@gslingacademy.com,male,False,4,False,29,Software Engineer,91,93,62,63,100,85,85
5379,Hector,Garcia,hector.garcia.1379@gslingacademy.com,male,False,5,False,27,Social Network Studies,61,85,92,62,64,66,95
5380,Andres,Rodriguez,andres.rodriguez.1380@gslingacademy.com,male,False,1,False,29,Designer,79,69,78,78,99,61,87
5381,Shelley,Murphy,shelley.murphy.1381@gslingacademy.com,female,False,2,False,23,Software Engineer,99,75,79,87,63,90,90
5382,Robin,Carr,robin.carr.1382@gslingacademy.com,female,False,2,False,32,Scientist,81,64,81,92,87,84,95
5383,Julie,Lambert,julie.lambert.1383@gslingacademy.com,female,False,5,False,9,Teacher,91,87,71,98,93,83,81
5384,Cynthia,Rodriguez,cynthia.rodriguez.1384@gslingacademy.com,female,False,3,False,16,Software Engineer,91,84,95,97,88,70,77
5385,Thomas,Ball,thomas.ball.1385@gslingacademy.com,male,False,2,False,29,Software Engineer,100,79,77,61,79,70,69
5386,Patricia,Pope,patricia.pope.1386@gslingacademy.com,female,False,3,True,5,Artist,60,69,80,87,100,93,92
5387,Bryan,Pacheco,bryan.pacheco.1387@gslingacademy.com,male,False,3,False,14,Software Engineer,90,95,68,75,71,68,95
5388,Steven,Richardson,steven.richardson.1388@gslingacademy.com,male,False,2,False,20,Banker,94,88,78,99,65,76,68
5389,Deborah,Hood,deborah.hood.1389@gslingacademy.com,female,False,2,False,28,Software Engineer,90,79,64,93,81,63,76
5390,Laura,Campbell,laura.campbell.1390@gslingacademy.com,female,True,2,False,13,Banker,78,89,83,80,67,90,93
5391,Bradley,Patel,bradley.patel.1391@gslingacademy.com,male,True,9,True,3,Business Owner,40,73,88,95,64,61,92
5392,Angela,Moran,angela.moran.1392@gslingacademy.com,female,False,5,False,26,Banker,97,84,70,90,97,95,87
5393,Samuel,Lee,samuel.lee.1393@gslingacademy.com,male,True,3,False,8,Stock Investor,84,98,71,62,89,86,67
5394,Catherine,Miles,catherine.miles.1394@gslingacademy.com,female,False,3,False,4,Business Owner,64,66,56,59,68,68,84
5395,Joseph,Erickson,joseph.erickson.1395@gslingacademy.com,male,False,4,True,20,Software Engineer,89,88,86,77,87,88,78
5396,Bradley,Cook,bradley.cook.1396@gslingacademy.com,male,False,3,False,34,Construction Engineer,99,93,98,74,87,88,78
5397,Tony,Montgomery,tony.montgomery.1397@gslingacademy.com,male,False,2,False,42,Doctor,85,96,98,85,95,96,97
5398,Drew,Williams,drew.williams.1398@gslingacademy.com,male,False,6,False,4,Game Developer,89,78,89,91,76,96,81
5399,Gwendolyn,Martinez,gwendolyn.martinez.1399@gslingacademy.com,female,False,6,True,14,Software Engineer,97,92,64,93,60,63,90
5400,Nathan,Calhoun,nathan.calhoun.1400@gslingacademy.com,male,False,1,False,29,Construction Engineer,86,100,86,96,73,60,77
5401,Krista,Myers,krista.myers.1401@gslingacademy.com,female,False,3,False,34,Lawyer,72,86,69,81,67,98,72
5402,Jeremy,Bailey,jeremy.bailey.1402@gslingacademy.com,male,False,3,False,1,Artist,63,78,97,67,72,64,67
5403,Nicholas,Lester,nicholas.lester.1403@gslingacademy.com,male,False,5,False,27,Software Engineer,99,78,92,65,90,96,96
5404,Jennifer,Ford,jennifer.ford.1404@gslingacademy.com,female,False,4,False,30,Banker,81,85,64,61,86,80,83
5405,Connor,Mitchell,connor.mitchell.1405@gslingacademy.com,male,False,10,False,33,Lawyer,72,80,84,91,96,93,74
5406,Christine,Nelson,christine.nelson.1406@gslingacademy.com,female,False,1,False,15,Teacher,94,98,65,98,78,96,86
5407,Rebecca,Spencer,rebecca.spencer.1407@gslingacademy.com,female,False,2,False,5,Real Estate Developer,58,71,73,65,63,85,64
5408,Kyle,Rojas,kyle.rojas.1408@gslingacademy.com,male,False,3,False,29,Social Network Studies,61,86,78,80,94,60,88
5409,Stacy,Sanders,stacy.sanders.1409@gslingacademy.com,female,True,1,False,28,Doctor,89,76,100,100,99,68,79
5410,Taylor,Waters,taylor.waters.1410@gslingacademy.com,female,True,9,False,1,Business Owner,96,58,65,62,76,93,77
5411,Julie,Nichols,julie.nichols.1411@gslingacademy.com,female,False,2,False,22,Doctor,96,73,80,99,91,82,91
5412,John,Lin,john.lin.1412@gslingacademy.com,male,False,6,False,21,Social Network Studies,60,88,75,86,72,80,69
5413,William,Ryan,william.ryan.1413@gslingacademy.com,male,False,2,False,34,Software Engineer,93,65,81,94,92,60,100
5414,Joseph,Phillips,joseph.phillips.1414@gslingacademy.com,male,False,3,False,33,Stock Investor,93,63,69,97,64,82,83
5415,Christina,Ramirez,christina.ramirez.1415@gslingacademy.com,female,False,10,True,3,Business Owner,58,65,72,98,56,59,81
5416,Laura,Baxter,laura.baxter.1416@gslingacademy.com,female,True,1,False,0,Business Owner,73,85,84,88,78,87,76
5417,Kevin,Jackson,kevin.jackson.1417@gslingacademy.com,male,False,9,False,3,Business Owner,93,51,58,70,63,64,89
5418,Kayla,Schwartz,kayla.schwartz.1418@gslingacademy.com,female,False,0,False,20,Accountant,92,66,77,96,92,62,90
5419,Jason,Myers,jason.myers.1419@gslingacademy.com,male,False,1,False,18,Software Engineer,99,99,69,92,95,79,81
5420,Mary,Arnold,mary.arnold.1420@gslingacademy.com,female,False,1,False,35,Designer,99,96,99,91,94,92,99
5421,Suzanne,Owens,suzanne.owens.1421@gslingacademy.com,female,False,2,False,3,Business Owner,73,70,80,74,71,90,80
5422,Misty,Stewart,misty.stewart.1422@gslingacademy.com,female,False,1,False,27,Social Network Studies,87,91,92,66,62,89,76
5423,Paul,Johnson,paul.johnson.1423@gslingacademy.com,male,False,4,False,32,Doctor,86,78,81,87,99,71,97
5424,Jordan,Rocha,jordan.rocha.1424@gslingacademy.com,male,False,1,False,30,Software Engineer,89,93,71,84,63,61,76
5425,Roger,Dixon,roger.dixon.1425@gslingacademy.com,male,False,7,False,3,Game Developer,96,64,85,86,93,92,65
5426,Patricia,Garrison,patricia.garrison.1426@gslingacademy.com,female,False,2,True,19,Software Engineer,90,73,71,68,74,87,66
5427,Amanda,Davis,amanda.davis.1427@gslingacademy.com,female,False,2,False,9,Teacher,98,65,66,87,78,84,91
5428,Michael,Ferguson,michael.ferguson.1428@gslingacademy.com,male,False,3,False,26,Lawyer,85,87,85,69,80,99,93
5429,Melissa,Robinson,melissa.robinson.1429@gslingacademy.com,female,False,1,False,28,Software Engineer,85,96,100,75,63,87,89
5430,Kathryn,Rivera,kathryn.rivera.1430@gslingacademy.com,female,True,1,False,35,Banker,89,94,92,98,92,92,99
5431,Javier,Macdonald,javier.macdonald.1431@gslingacademy.com,male,False,4,False,32,Banker,93,97,93,66,83,88,79
5432,Angela,Elliott,angela.elliott.1432@gslingacademy.com,female,True,2,False,35,Software Engineer,96,91,95,88,89,85,92
5433,Christine,Collins,christine.collins.1433@gslingacademy.com,female,False,3,False,26,Designer,84,64,98,100,89,79,96
5434,Calvin,Taylor,calvin.taylor.1434@gslingacademy.com,male,False,3,False,14,Banker,76,97,99,83,74,94,99
5435,Jennifer,Contreras,jennifer.contreras.1435@gslingacademy.com,female,False,4,False,26,Banker,80,78,71,69,76,97,77
5436,Jennifer,Mccoy,jennifer.mccoy.1436@gslingacademy.com,female,False,5,True,3,Real Estate Developer,63,77,89,79,79,60,81
5437,Daniel,Thomas,daniel.thomas.1437@gslingacademy.com,male,False,1,False,33,Construction Engineer,90,86,100,90,76,66,83
5438,Brian,Hess,brian.hess.1438@gslingacademy.com,male,False,1,False,35,Banker,85,93,85,91,86,94,89
5439,Jessica,Mathews,jessica.mathews.1439@gslingacademy.com,female,False,1,False,22,Social Network Studies,78,81,94,64,61,91,88
5440,Kathryn,Sanchez,kathryn.sanchez.1440@gslingacademy.com,female,False,2,False,23,Designer,74,90,90,80,91,92,100
5441,Jeremy,Cook,jeremy.cook.1441@gslingacademy.com,male,False,2,True,27,Lawyer,83,89,95,70,95,80,70
5442,Michael,Anderson,michael.anderson.1442@gslingacademy.com,male,False,6,False,31,Software Engineer,87,96,79,79,74,86,85
